source,elapsed_min,total_free_mb,largest_free_mb,script_heap_mb
MainPCRiverview.txt,72.85424999999995,1210,1138,145
MainPCRiverview.txt,73.02258333333326,1211,1138,145
MainPCRiverview.txt,73.19091666666658,1205,1138,145
MainPCRiverview.txt,73.27513333333324,1207,1138,145
MainPCRiverview.txt,73.36039999999994,1202,1138,145
MainPCRiverview.txt,73.44458333333326,1201,1138,145
MainPCRiverview.txt,73.52874999999997,1200,1138,145
MainPCRiverview.txt,73.69703333333334,1208,1138,145
MainPCRiverview.txt,73.78121666666667,1206,1138,145
MainPCRiverview.txt,74.03371666666668,1207,1138,145
MainPCRiverview.txt,74.1179,1207,1138,145
MainPCRiverview.txt,74.28624999999992,1206,1138,145
MainPCRiverview.txt,74.37036666666657,1198,1138,145
MainPCRiverview.txt,74.45453333333329,1196,1138,145
MainPCRiverview.txt,74.53871666666662,1204,1138,145
MainPCRiverview.txt,74.6228666666666,1197,1138,145
MainPCRiverview.txt,74.70701666666658,1196,1138,145
MainPCRiverview.txt,74.79116666666668,1199,1138,145
MainPCRiverview.txt,74.87535000000001,1200,1138,145
MainPCRiverview.txt,74.95953333333334,1200,1138,145
MainPCRiverview.txt,75.04371666666665,1207,1138,145
MainPCRiverview.txt,75.12784999999991,1204,1138,145
MainPCRiverview.txt,75.21201666666663,1190,1138,145
MainPCRiverview.txt,75.29615,1200,1138,145
MainPCRiverview.txt,75.54864999999991,1193,1138,145
MainPCRiverview.txt,75.63283333333335,1206,1138,145
MainPCRiverview.txt,75.71741666666664,1200,1138,145
MainPCRiverview.txt,75.80161666666658,1204,1138,145
MainPCRiverview.txt,76.22348333333333,1203,1138,145
MainPCRiverview.txt,76.3917833333333,1198,1138,145
MainPCRiverview.txt,76.6442666666666,1198,1138,145
MainPCRiverview.txt,76.81256666666668,1199,1138,145
MainPCRiverview.txt,76.89676666666661,1200,1138,145
MainPCRiverview.txt,76.98093333333333,1207,1138,145
MainPCRiverview.txt,77.23338333333328,1204,1138,145
MainPCRiverview.txt,77.4858833333333,1204,1138,145
MainPCRiverview.txt,77.57001666666669,1207,1138,145
MainPCRiverview.txt,77.73835,1204,1138,145
MainPCRiverview.txt,77.82253333333331,1202,1138,145
MainPCRiverview.txt,78.07504999999995,1196,1138,145
MainPCRiverview.txt,78.1591666666666,1209,1138,145
MainPCRiverview.txt,78.24331666666657,1207,1138,145
MainPCRiverview.txt,78.32748333333329,1207,1138,145
MainPCRiverview.txt,78.41274999999999,1203,1138,145
MainPCRiverview.txt,78.49691666666658,1204,1138,145
MainPCRiverview.txt,78.58106666666657,1200,1138,145
MainPCRiverview.txt,78.74934999999992,1201,1138,145
MainPCRiverview.txt,78.83353333333325,1198,1138,145
MainPCRiverview.txt,78.9177333333333,1206,1138,145
MainPCRiverview.txt,79.00193333333324,1203,1138,145
MainPCRiverview.txt,79.08611666666657,1192,1138,145
MainPCRiverview.txt,79.17024999999994,1197,1138,145
MainPCRiverview.txt,79.5069499999999,1191,1138,145
MainPCRiverview.txt,79.59114999999996,1202,1138,145
MainPCRiverview.txt,79.75949999999999,1201,1138,145
MainPCRiverview.txt,80.01196666666668,1201,1138,145
MainPCRiverview.txt,80.09613333333327,1200,1138,145
MainPCRiverview.txt,80.18033333333332,1195,1138,145
MainPCRiverview.txt,80.26449999999993,1188,1138,145
MainPCRiverview.txt,80.34866666666663,1191,1138,145
MainPCRiverview.txt,80.51699999999995,1186,1138,145
MainPCRiverview.txt,80.85408333333325,1189,1138,145
MainPCRiverview.txt,80.9393833333333,1190,1135,145
MainPCRiverview.txt,81.02356666666661,1194,1138,145
MainPCRiverview.txt,81.10773333333333,1201,1138,145
MainPCRiverview.txt,81.19191666666666,1206,1138,145
MainPCRiverview.txt,81.36021666666663,1212,1138,145
MainPCRiverview.txt,81.44436666666661,1207,1138,145
MainPCRiverview.txt,81.52853333333333,1214,1138,145
MainPCRiverview.txt,81.61268333333331,1211,1138,145
MainPCRiverview.txt,81.6968499999999,1210,1138,145
MainPCRiverview.txt,81.78103333333335,1209,1138,145
MainPCRiverview.txt,81.86521666666667,1215,1138,145
MainPCRiverview.txt,81.94941666666661,1213,1138,145
MainPCRiverview.txt,82.03354999999998,1209,1138,145
MainPCRiverview.txt,82.11778333333326,1210,1138,145
MainPCRiverview.txt,82.20193333333324,1211,1138,145
MainPCRiverview.txt,82.53849999999996,1211,1138,145
MainPCRiverview.txt,82.87510000000002,1210,1138,145
MainPCRiverview.txt,82.95928333333335,1211,1138,145
MainPCRiverview.txt,83.38006666666661,1211,1138,145
MainPCRiverview.txt,83.46528333333323,1212,1138,145
MainPCRiverview.txt,83.54944999999995,1206,1138,145
MainPCRiverview.txt,83.88613333333329,1200,1138,145
MainPCRiverview.txt,84.13858333333324,1201,1138,145
MainPCRiverview.txt,84.22276666666657,1201,1138,145
MainPCRiverview.txt,84.4752666666666,1208,1138,145
MainPCRiverview.txt,84.55944999999993,1213,1138,145
MainPCRiverview.txt,84.8119,1201,1138,145
MainPCRiverview.txt,84.98024999999991,1208,1138,145
MainPCRiverview.txt,85.0643999999999,1208,1138,145
MainPCRiverview.txt,85.56941666666668,1202,1138,145
MainPCRiverview.txt,85.65358333333327,1200,1138,145
MainPCRiverview.txt,85.7377666666666,1201,1138,145
MainPCRiverview.txt,85.82233333333328,1208,1138,145
MainPCRiverview.txt,85.9065,1208,1138,145
MainPCRiverview.txt,85.99173333333334,1203,1138,145
MainPCRiverview.txt,86.16006666666665,1208,1138,145
MainPCRiverview.txt,86.74908333333333,1209,1138,145
MainPCRiverview.txt,87.00155000000001,1203,1138,145
MainPCRiverview.txt,87.0857,1200,1138,145
MainPCRiverview.txt,87.25399999999996,1206,1138,145
MainPCRiverview.txt,87.50646666666665,1213,1138,145
MainPCRiverview.txt,87.59063333333324,1213,1138,145
MainPCRiverview.txt,87.84313333333327,1206,1138,145
MainPCRiverview.txt,87.9273166666666,1210,1138,145
MainPCRiverview.txt,88.17974999999994,1209,1138,145
MainPCRiverview.txt,88.26391666666665,1211,1138,145
MainPCRiverview.txt,88.34806666666664,1207,1138,145
MainPCRiverview.txt,88.43224999999997,1207,1138,145
MainPCRiverview.txt,88.60161666666657,1193,1138,145
MainPCRiverview.txt,88.68578333333329,1192,1138,145
MainPCRiverview.txt,88.76995000000001,1195,1138,145
MainPCRiverview.txt,89.02249999999998,1159,1102,145
MainPCRiverview.txt,89.10663333333335,1193,1138,145
MainPCRiverview.txt,89.19079999999994,1156,1102,145
MainPCRiverview.txt,89.27496666666666,1200,1138,145
MainPCRiverview.txt,89.35921666666667,1199,1138,145
MainPCRiverview.txt,89.44344999999994,1184,1122,145
MainPCRiverview.txt,90.11708333333324,1180,1122,145
MainPCRiverview.txt,90.20133333333324,1182,1122,145
MainPCRiverview.txt,90.45399999999997,1183,1122,145
MainPCRiverview.txt,90.62243333333329,1179,1122,145
MainPCRiverview.txt,90.87548333333325,1162,1086,145
MainPCRiverview.txt,90.95971666666665,1198,1122,145
MainPCRiverview.txt,91.21349999999997,1192,1122,145
MainPCRiverview.txt,91.38181666666667,1193,1122,145
MainPCRiverview.txt,91.46599999999998,1197,1122,145
MainPCRiverview.txt,91.7185833333333,1190,1122,145
MainPCRiverview.txt,91.80279999999996,1190,1122,145
MainPCRiverview.txt,91.88698333333329,1182,1122,145
MainPCRiverview.txt,91.97121666666668,1187,1122,145
MainPCRiverview.txt,92.05546666666656,1186,1122,145
MainPCRiverview.txt,92.13965000000002,1193,1122,145
MainPCRiverview.txt,92.30803333333327,1190,1122,145
MainPCRiverview.txt,92.47641666666665,1191,1122,145
MainPCRiverview.txt,92.56066666666666,1192,1122,145
MainPCRiverview.txt,92.64484999999998,1181,1122,145
MainPCRiverview.txt,92.8131999999999,1187,1122,145
MainPCRiverview.txt,93.2341666666666,1189,1122,145
MainPCRiverview.txt,93.31839999999998,1183,1122,145
MainPCRiverview.txt,93.40258333333331,1184,1122,145
MainPCRiverview.txt,93.48678333333325,1184,1122,145
MainPCRiverview.txt,93.57214999999997,1183,1122,145
MainPCRiverview.txt,94.07728333333326,1184,1122,145
MainPCRiverview.txt,94.32976666666667,1184,1122,145
MainPCRiverview.txt,94.4139666666666,1185,1122,145
MainPCRiverview.txt,94.49814999999992,1187,1122,145
MainPCRiverview.txt,94.6665333333333,1183,1122,145
MainPCRiverview.txt,94.75076666666658,1186,1122,145
MainPCRiverview.txt,94.83499999999998,1190,1122,145
MainPCRiverview.txt,95.00338333333323,1187,1122,145
MainPCRiverview.txt,95.17181666666669,1187,1122,145
MainPCRiverview.txt,95.25601666666662,1183,1122,145
MainPCRiverview.txt,95.34025000000001,1182,1122,145
MainPCRiverview.txt,95.42446666666667,1179,1122,145
MainPCRiverview.txt,95.93009999999995,1180,1122,145
MainPCRiverview.txt,96.01431666666662,1177,1122,145
MainPCRiverview.txt,96.18381666666659,1182,1122,145
MainPCRiverview.txt,96.26803333333325,1183,1122,145
MainPCRiverview.txt,96.3522333333333,1182,1122,145
MainPCRiverview.txt,96.60478333333327,1176,1122,145
MainPCRiverview.txt,96.7732,1186,1122,145
MainPCRiverview.txt,96.85745,1176,1122,145
MainPCRiverview.txt,96.94161666666659,1177,1122,145
MainPCRiverview.txt,97.02584999999999,1175,1122,145
MainPCRiverview.txt,97.11006666666665,1183,1122,145
MainPCRiverview.txt,97.19429999999993,1171,1122,145
MainPCRiverview.txt,97.27854999999994,1173,1122,145
MainPCRiverview.txt,97.36278333333333,1172,1122,145
MainPCRiverview.txt,97.44698333333326,1169,1122,145
MainPCRiverview.txt,97.53121666666667,1168,1122,145
MainPCRiverview.txt,97.61538333333326,1162,1122,145
MainPCRiverview.txt,97.69958333333331,1152,1106,145
MainPCRiverview.txt,97.78381666666658,1156,1106,145
MainPCRiverview.txt,97.86806666666659,1145,1106,145
MainPCRiverview.txt,97.95226666666665,1150,1106,145
MainPCRiverview.txt,98.03648333333331,1151,1106,145
MainPCRiverview.txt,98.1206499999999,1153,1106,145
MainPCRiverview.txt,98.20483333333335,1154,1106,145
MainPCRiverview.txt,98.28905000000002,1155,1106,145
MainPCRiverview.txt,98.54174999999995,1159,1106,145
MainPCRiverview.txt,98.62711666666668,1153,1106,145
MainPCRiverview.txt,98.71133333333334,1154,1106,145
MainPCRiverview.txt,98.79558333333334,1153,1106,145
MainPCRiverview.txt,98.87976666666667,1152,1106,145
MainPCRiverview.txt,99.04811666666659,1153,1106,145
MainPCRiverview.txt,99.30064999999995,1157,1106,145
MainPCRiverview.txt,99.38485,1154,1106,145
MainPCRiverview.txt,99.46904999999994,1151,1103,145
MainPCRiverview.txt,99.55324999999999,1159,1103,145
MainPCRiverview.txt,100.22668333333326,1156,1103,145
MainPCRiverview.txt,100.31084999999997,1161,1103,145
MainPCRiverview.txt,100.39503333333329,1154,1103,145
MainPCRiverview.txt,100.56338333333333,1153,1103,145
MainPCRiverview.txt,100.73174999999998,1159,1103,145
MainPCRiverview.txt,100.81591666666658,1154,1103,145
MainPCRiverview.txt,100.90010000000002,1160,1106,145
MainPCRiverview.txt,101.06889999999997,1160,1106,145
MainPCRiverview.txt,101.15416666666667,1159,1106,145
MainPCRiverview.txt,101.23831666666665,1158,1106,145
MainPCRiverview.txt,101.7434166666666,1155,1103,145
MainPCRiverview.txt,101.9117333333333,1155,1103,145
MainPCRiverview.txt,101.99591666666662,1151,1103,145
MainPCRiverview.txt,102.08015000000002,1156,1106,145
MainPCRiverview.txt,102.24848333333333,1160,1106,145
MainPCRiverview.txt,102.33268333333326,1155,1106,145
MainPCRiverview.txt,102.41684999999998,1156,1106,145
MainPCRiverview.txt,102.58524999999996,1162,1106,145
MainPCRiverview.txt,102.6694499999999,1163,1106,145
MainPCRiverview.txt,102.75366666666669,1163,1106,145
MainPCRiverview.txt,102.83783333333328,1158,1106,145
MainPCRiverview.txt,103.00628333333334,1157,1103,145
MainPCRiverview.txt,103.09046666666667,1158,1103,145
MainPCRiverview.txt,103.59551666666667,1169,1106,145
MainPCRiverview.txt,103.93329999999999,1165,1106,145
MainPCRiverview.txt,104.01746666666659,1159,1106,145
MainPCRiverview.txt,104.43839999999994,1161,1106,145
MainPCRiverview.txt,104.60671666666664,1154,1106,145
MainPCRiverview.txt,104.85923333333328,1164,1106,145
MainPCRiverview.txt,104.9434166666666,1159,1106,145
MainPCRiverview.txt,105.02759999999992,1161,1106,145
MainPCRiverview.txt,105.28009999999995,1163,1106,145
MainPCRiverview.txt,105.44846666666659,1157,1106,145
MainPCRiverview.txt,105.61683333333325,1163,1106,145
MainPCRiverview.txt,105.70101666666658,1155,1106,145
MainPCRiverview.txt,105.78520000000002,1163,1106,145
MainPCRiverview.txt,105.95354999999994,1160,1106,145
MainPCRiverview.txt,106.0381833333333,1164,1106,145
MainPCRiverview.txt,106.12239999999996,1168,1106,145
MainPCRiverview.txt,106.20768333333326,1163,1106,145
MainPCRiverview.txt,106.29189999999993,1152,1103,145
MainPCRiverview.txt,106.37606666666665,1145,1100,145
MainPCRiverview.txt,106.46023333333324,1147,1100,145
MainPCRiverview.txt,106.54441666666668,1148,1100,145
MainPCRiverview.txt,106.62861666666662,1149,1100,145
MainPCRiverview.txt,106.71281666666667,1164,1106,145
MainPCRiverview.txt,106.79696666666665,1167,1106,145
MainPCRiverview.txt,106.88121666666666,1161,1106,145
MainPCRiverview.txt,106.96543333333332,1156,1106,145
MainPCRiverview.txt,107.04968333333333,1151,1095,145
MainPCRiverview.txt,107.13388333333326,1163,1095,145
MainPCRiverview.txt,107.21808333333333,1158,1095,145
MainPCRiverview.txt,107.3023166666666,1155,1095,145
MainPCRiverview.txt,107.38651666666665,1161,1095,145
MainPCRiverview.txt,107.47073333333331,1168,1098,145
MainPCRiverview.txt,107.63908333333335,1157,1106,145
MainPCRiverview.txt,107.72328333333328,1159,1106,145
MainPCRiverview.txt,107.80751666666669,1164,1106,145
MainPCRiverview.txt,107.89168333333328,1167,1106,145
MainPCRiverview.txt,107.9758666666666,1164,1106,145
MainPCRiverview.txt,108.1442666666666,1163,1095,145
MainPCRiverview.txt,108.2285166666666,1168,1095,145
MainPCRiverview.txt,108.48119999999993,1163,1106,145
MainPCRiverview.txt,108.56539999999998,1169,1106,145
MainPCRiverview.txt,108.64959999999992,1164,1102,145
MainPCRiverview.txt,108.73486666666662,1145,1102,145
MainPCRiverview.txt,108.81911666666662,1159,1102,145
MainPCRiverview.txt,108.90335000000002,1155,1102,145
MainPCRiverview.txt,108.98758333333329,1154,1102,145
MainPCRiverview.txt,109.24019999999994,1160,1102,145
MainPCRiverview.txt,109.32436666666666,1158,1102,145
MainPCRiverview.txt,109.40856666666659,1157,1102,145
MainPCRiverview.txt,109.49279999999999,1148,1102,145
MainPCRiverview.txt,109.5772499999999,1150,1102,145
MainPCRiverview.txt,109.66146666666658,1154,1091,145
MainPCRiverview.txt,109.74569999999997,1155,1091,145
MainPCRiverview.txt,109.82996666666659,1154,1091,145
MainPCRiverview.txt,109.99841666666664,1159,1100,145
MainPCRiverview.txt,110.08261666666658,1149,1106,145
MainPCRiverview.txt,110.16686666666659,1150,1106,145
MainPCRiverview.txt,110.25108333333326,1143,1095,145
MainPCRiverview.txt,110.3353666666666,1151,1095,145
MainPCRiverview.txt,110.4196166666666,1156,1106,145
MainPCRiverview.txt,110.50381666666665,1151,1106,145
MainPCRiverview.txt,110.58804999999992,1148,1106,145
MainPCRiverview.txt,110.67224999999999,1158,1106,145
MainPCRiverview.txt,110.75648333333326,1157,1106,145
MainPCRiverview.txt,110.84069999999993,1152,1106,145
MainPCRiverview.txt,110.92493333333331,1162,1106,145
MainPCRiverview.txt,111.00911666666664,1154,1106,145
MainPCRiverview.txt,111.09379999999994,1152,1106,145
MainPCRiverview.txt,111.17798333333327,1171,1106,145
MainPCRiverview.txt,111.26333333333326,1164,1106,145
MainPCRiverview.txt,111.76844999999994,1182,1106,145
MainPCRiverview.txt,111.85268333333333,1180,1106,145
MainPCRiverview.txt,111.9369,1137,1092,145
MainPCRiverview.txt,112.02104999999999,1131,1087,145
MainPCRiverview.txt,112.10534999999994,1153,1087,145
MainPCRiverview.txt,112.18958333333333,1150,1087,145
MainPCRiverview.txt,112.2738166666666,1158,1087,145
MainPCRiverview.txt,112.44224999999993,1170,1087,145
MainPCRiverview.txt,112.61068333333327,1173,1089,145
MainPCRiverview.txt,112.69491666666666,1168,1089,145
MainPCRiverview.txt,112.7791166666666,1161,1106,145
MainPCRiverview.txt,112.86328333333331,1161,1106,145
MainPCRiverview.txt,113.03171666666664,1155,1106,145
MainPCRiverview.txt,113.28436666666663,1169,1106,145
MainPCRiverview.txt,113.36856666666657,1122,1070,145
MainPCRiverview.txt,113.45276666666662,1158,1106,145
MainPCRiverview.txt,113.70538333333327,1136,1070,145
MainPCRiverview.txt,113.79069999999993,1171,1106,145
MainPCRiverview.txt,113.95914999999998,1168,1106,145
MainPCRiverview.txt,114.12756666666658,1170,1106,145
MainPCRiverview.txt,114.21181666666659,1163,1106,145
MainPCRiverview.txt,114.29603333333326,1165,1106,145
MainPCRiverview.txt,114.54866666666663,1156,1106,145
MainPCRiverview.txt,114.6328833333333,1159,1106,145
MainPCRiverview.txt,114.71713333333331,1164,1106,145
MainPCRiverview.txt,114.80136666666658,1163,1106,145
MainPCRiverview.txt,114.88558333333324,1160,1106,145
MainPCRiverview.txt,115.05403333333331,1154,1106,145
MainPCRiverview.txt,115.22249999999998,1160,1106,145
MainPCRiverview.txt,115.39091666666657,1160,1106,145
MainPCRiverview.txt,115.55936666666663,1161,1106,145
MainPCRiverview.txt,115.81203333333323,1170,1106,145
MainPCRiverview.txt,115.89624999999991,1164,1106,145
MainPCRiverview.txt,116.14929999999998,1167,1106,145
MainPCRiverview.txt,116.2334999999999,1167,1106,145
MainPCRiverview.txt,116.31888333333323,1168,1106,145
MainPCRiverview.txt,116.48728333333335,1162,1106,145
MainPCRiverview.txt,116.57146666666668,1160,1106,145
MainPCRiverview.txt,116.6556666666666,1156,1106,145
MainPCRiverview.txt,116.82413333333328,1163,1106,145
MainPCRiverview.txt,116.90833333333333,1165,1106,145
MainPCRiverview.txt,117.07676666666666,1166,1106,145
MainPCRiverview.txt,117.1609666666666,1171,1106,145
MainPCRiverview.txt,117.24518333333326,1152,1106,145
MainPCRiverview.txt,117.32941666666666,1153,1106,145
MainPCRiverview.txt,117.41363333333332,1148,1092,145
MainPCRiverview.txt,117.49783333333326,1160,1106,145
MainPCRiverview.txt,117.58203333333331,1154,1106,145
MainPCRiverview.txt,117.7504333333333,1159,1106,145
MainPCRiverview.txt,117.83466666666658,1158,1106,145
MainPCRiverview.txt,117.91888333333324,1167,1106,145
MainPCRiverview.txt,118.00313333333324,1162,1106,145
MainPCRiverview.txt,118.08736666666664,1155,1106,145
MainPCRiverview.txt,118.17156666666658,1165,1106,145
MainPCRiverview.txt,118.25571666666669,1159,1106,145
MainPCRiverview.txt,118.42405,1154,1106,145
MainPCRiverview.txt,118.50818333333324,1150,1106,145
MainPCRiverview.txt,118.59233333333334,1155,1100,145
MainPCRiverview.txt,118.67655,1151,1100,145
MainPCRiverview.txt,118.76073333333333,1162,1100,145
MainPCRiverview.txt,119.09851666666667,1165,1106,145
MainPCRiverview.txt,119.18268333333326,1162,1106,145
MainPCRiverview.txt,119.26691666666666,1160,1106,145
MainPCRiverview.txt,119.35118333333327,1165,1106,145
MainPCRiverview.txt,119.43534999999999,1167,1106,145
MainPCRiverview.txt,119.51954999999992,1156,1106,145
MainPCRiverview.txt,119.60376666666659,1160,1106,145
MainPCRiverview.txt,119.68798333333325,1153,1106,145
MainPCRiverview.txt,119.77216666666658,1162,1106,145
MainPCRiverview.txt,119.85636666666663,1168,1106,145
MainPCRiverview.txt,119.94063333333324,1158,1106,145
MainPCRiverview.txt,120.0248333333333,1161,1106,145
MainPCRiverview.txt,120.10901666666662,1155,1106,145
MainPCRiverview.txt,120.19323333333328,1154,1096,145
MainPCRiverview.txt,120.36166666666662,1150,1096,145
MainPCRiverview.txt,120.44584999999994,1163,1096,145
MainPCRiverview.txt,120.53009999999995,1161,1096,145
MainPCRiverview.txt,120.61431666666661,1155,1088,145
MainPCRiverview.txt,120.78274999999994,1157,1088,145
MainPCRiverview.txt,121.11964999999994,1156,1088,145
MainPCRiverview.txt,121.20434999999998,1148,1088,145
MainPCRiverview.txt,121.2885333333333,1147,1088,145
MainPCRiverview.txt,121.37386666666667,1143,1088,145
MainPCRiverview.txt,121.54231666666662,1139,1088,145
MainPCRiverview.txt,121.71071666666661,1146,1088,145
MainPCRiverview.txt,121.87920000000001,1145,1088,145
MainPCRiverview.txt,122.13191666666668,1143,1088,145
MainPCRiverview.txt,122.21611666666662,1145,1088,145
MainPCRiverview.txt,122.30033333333328,1143,1088,145
MainPCRiverview.txt,122.38460000000002,1147,1088,145
MainPCRiverview.txt,122.46881666666668,1140,1088,145
MainPCRiverview.txt,122.55303333333335,1146,1088,145
MainPCRiverview.txt,122.63723333333328,1147,1088,145
MainPCRiverview.txt,122.80568333333333,1141,1088,145
MainPCRiverview.txt,122.97409999999994,1151,1088,145
MainPCRiverview.txt,123.0583166666666,1156,1088,145
MainPCRiverview.txt,123.22671666666659,1145,1088,145
MainPCRiverview.txt,123.31094999999999,1143,1088,145
MainPCRiverview.txt,123.39518333333326,1149,1088,145
MainPCRiverview.txt,123.47938333333332,1155,1088,145
MainPCRiverview.txt,123.81621666666663,1155,1088,145
MainPCRiverview.txt,124.06993333333327,1156,1088,145
MainPCRiverview.txt,124.15414999999993,1158,1088,145
MainPCRiverview.txt,124.6593333333333,1156,1088,145
MainPCRiverview.txt,124.7435833333333,1152,1088,145
MainPCRiverview.txt,124.82778333333323,1149,1088,145
MainPCRiverview.txt,125.16461666666667,1150,1088,145
MainPCRiverview.txt,125.24881666666661,1154,1088,145
MainPCRiverview.txt,125.41726666666666,1140,1088,145
MainPCRiverview.txt,125.50151666666667,1149,1088,145
MainPCRiverview.txt,125.58571666666661,1147,1088,145
MainPCRiverview.txt,125.75411666666659,1137,1088,145
MainPCRiverview.txt,125.83834999999999,1142,1088,145
MainPCRiverview.txt,125.92251666666658,1145,1088,145
MainPCRiverview.txt,126.09091666666657,1150,1088,145
MainPCRiverview.txt,126.17511666666663,1153,1088,145
MainPCRiverview.txt,126.34394999999992,1151,1088,145
MainPCRiverview.txt,126.4292833333333,1157,1088,145
MainPCRiverview.txt,126.68191666666668,1152,1088,145
MainPCRiverview.txt,126.85031666666667,1151,1088,145
MainPCRiverview.txt,127.10298333333327,1145,1088,145
MainPCRiverview.txt,127.18719999999993,1145,1088,145
MainPCRiverview.txt,127.35568333333335,1151,1088,145
MainPCRiverview.txt,128.02934999999997,1145,1088,145
MainPCRiverview.txt,128.1136166666666,1151,1088,145
MainPCRiverview.txt,128.28203333333332,1145,1088,145
MainPCRiverview.txt,128.53474999999997,1142,1088,145
MainPCRiverview.txt,128.61896666666664,1151,1088,145
MainPCRiverview.txt,128.70318333333333,1150,1088,145
MainPCRiverview.txt,128.78743333333333,1134,1072,145
MainPCRiverview.txt,128.87171666666666,1129,1072,145
MainPCRiverview.txt,128.95716666666667,1131,1072,145
MainPCRiverview.txt,129.1256,1125,1072,145
MainPCRiverview.txt,129.20981666666665,1127,1072,145
MainPCRiverview.txt,129.71521666666666,1127,1072,145
MainPCRiverview.txt,129.79944999999995,1128,1072,145
MainPCRiverview.txt,129.9679166666666,1124,1072,145
MainPCRiverview.txt,130.30473333333333,1127,1072,145
MainPCRiverview.txt,130.38898333333333,1121,1072,145
MainPCRiverview.txt,130.55743333333328,1121,1072,145
MainPCRiverview.txt,130.64163333333332,1124,1072,145
MainPCRiverview.txt,130.72588333333334,1126,1072,145
MainPCRiverview.txt,130.8101,1127,1072,145
MainPCRiverview.txt,130.97853333333333,1128,1072,145
MainPCRiverview.txt,131.06278333333333,1125,1072,145
MainPCRiverview.txt,131.4001,1120,1072,145
MainPCRiverview.txt,131.48551666666668,1122,1072,145
MainPCRiverview.txt,131.5697166666666,1118,1072,145
MainPCRiverview.txt,131.73813333333334,1122,1072,145
MainPCRiverview.txt,131.82235,1116,1069,145
MainPCRiverview.txt,131.9065833333333,1127,1072,145
MainPCRiverview.txt,131.9908166666667,1121,1072,145
MainPCRiverview.txt,132.0750666666667,1122,1072,145
MainPCRiverview.txt,132.2435166666666,1122,1072,145
MainPCRiverview.txt,132.41196666666667,1127,1072,145
MainPCRiverview.txt,132.58043333333336,1118,1072,145
MainPCRiverview.txt,132.66463333333328,1130,1067,145
MainPCRiverview.txt,132.8330666666666,1136,1067,145
MainPCRiverview.txt,132.9173,1143,1067,145
MainPCRiverview.txt,133.00155,1138,1067,145
MainPCRiverview.txt,133.08574999999993,1138,1067,145
MainPCRiverview.txt,133.16998333333333,1128,1067,145
MainPCRiverview.txt,133.2541833333333,1130,1072,145
MainPCRiverview.txt,133.33839999999995,1131,1072,145
MainPCRiverview.txt,133.4226,1141,1072,145
MainPCRiverview.txt,133.50681666666665,1140,1072,145
MainPCRiverview.txt,133.67531666666667,1129,1072,145
MainPCRiverview.txt,133.7595166666666,1133,1072,145
MainPCRiverview.txt,133.84373333333326,1135,1072,145
MainPCRiverview.txt,133.92796666666666,1135,1072,145
MainPCRiverview.txt,134.01326666666657,1128,1072,145
MainPCRiverview.txt,134.18166666666656,1134,1072,145
MainPCRiverview.txt,134.26589999999996,1145,1072,145
MainPCRiverview.txt,134.35014999999996,1143,1072,145
MainPCRiverview.txt,134.43439999999998,1138,1072,145
MainPCRiverview.txt,134.68701666666664,1139,1072,145
MainPCRiverview.txt,134.7712333333333,1137,1072,145
MainPCRiverview.txt,134.85549999999992,1131,1061,145
MainPCRiverview.txt,134.9397333333333,1137,1064,145
MainPCRiverview.txt,135.02394999999996,1138,1067,145
MainPCRiverview.txt,135.19234999999995,1137,1067,145
MainPCRiverview.txt,135.36078333333327,1136,1067,145
MainPCRiverview.txt,135.44499999999996,1134,1067,145
MainPCRiverview.txt,135.61345,1126,1067,145
MainPCRiverview.txt,135.78185,1132,1067,145
MainPCRiverview.txt,135.95023333333327,1130,1067,145
MainPCRiverview.txt,136.11864999999997,1141,1067,145
MainPCRiverview.txt,136.37169999999995,1136,1067,145
MainPCRiverview.txt,136.45593333333332,1136,1067,145
MainPCRiverview.txt,136.70968333333332,1138,1072,145
MainPCRiverview.txt,136.79391666666658,1139,1072,145
MainPCRiverview.txt,136.96231666666657,1135,1072,145
MainPCRiverview.txt,137.04653333333323,1130,1072,145
MainPCRiverview.txt,137.13078333333323,1140,1072,145
MainPCRiverview.txt,137.29916666666662,1140,1072,145
MainPCRiverview.txt,137.55176666666665,1141,1072,145
MainPCRiverview.txt,137.63599999999994,1146,1072,145
MainPCRiverview.txt,137.88863333333333,1137,1072,145
MainPCRiverview.txt,138.05703333333332,1139,1072,145
MainPCRiverview.txt,138.14123333333325,1139,1072,145
MainPCRiverview.txt,138.64653333333322,1132,1072,145
MainPCRiverview.txt,138.7307333333333,1141,1072,145
MainPCRiverview.txt,138.81493333333336,1139,1072,145
MainPCRiverview.txt,138.89915000000002,1133,1072,145
MainPCRiverview.txt,138.98336666666668,1133,1072,145
MainPCRiverview.txt,139.15298333333328,1132,1072,145
MainPCRiverview.txt,139.23719999999994,1128,1072,145
MainPCRiverview.txt,139.48983333333334,1130,1072,145
MainPCRiverview.txt,139.57408333333333,1124,1072,145
MainPCRiverview.txt,139.6583166666666,1128,1072,145
MainPCRiverview.txt,139.74255,1138,1072,145
MainPCRiverview.txt,139.82671666666658,1138,1072,145
MainPCRiverview.txt,140.07933333333324,1134,1072,145
MainPCRiverview.txt,140.33198333333323,1140,1072,145
MainPCRiverview.txt,140.58460000000002,1142,1072,145
MainPCRiverview.txt,140.66883333333328,1136,1072,145
MainPCRiverview.txt,140.75306666666668,1138,1072,145
